id,name,brewery_type,address_1,address_2,address_3,city,state_province,postal_code,country,longitude,latitude,phone,website_url,state,street
b52bfb27-345f-4add-bfc3-1b6fc67ab55b,"Acidulous Brewing Company",contract,"6712 S Independence St",NULL,NULL,Littleton,Colorado,80128-4046,"United States",-105.1059543,39.5383949,3039952895,NULL,Colorado,"6712 S Independence St"
e77c24b4-8b21-4d28-a9c0-568623b77cd9,"Aero Craft Brewing",planning,NULL,NULL,NULL,Denver,Colorado,80212-2199,"United States",-104.984696,39.7391428,3039185446,http://www.aerocraft.beer,Colorado,NULL
9d64f11c-4f42-41c6-8ba7-768f7bf9ec13,"Alpine Dog Brewing Co",micro,"1505 N Ogden St",NULL,NULL,Denver,Colorado,80218-1405,"United States",NULL,NULL,3038321245,http://www.alpinedogbrewery.com,Colorado,"1505 N Ogden St"
6dcf0b1b-3933-4207-bf88-0a37ee98994a,"Alternation Brewing Company",micro,"1539 S Broadway",NULL,NULL,Denver,Colorado,80210-2607,"United States",-104.9876117,39.68866374,3038025340,http://www.alternationbrewing.com,Colorado,"1539 S Broadway"
1a6103ad-023a-4710-988f-17e47a6732c2,"Amalgam Brewing",proprietor,"6381 Beach St Unit A",NULL,NULL,Denver,Colorado,80221-2036,"United States",NULL,NULL,NULL,http://www.amalgambrewing.com,Colorado,"6381 Beach St Unit A"
c9b30f6c-608f-4762-b041-c4c91e8aeba2,"Angry James Brewing Co",micro,"421 Adams Ave",NULL,NULL,Silverthorne,Colorado,80498,"United States",-106.0764637,39.63306895,9704558800,http://www.angryjamesbrewing.com,Colorado,"421 Adams Ave"
12bc86df-c66b-4fb9-9f84-5bb405ccb8b1,"Anheuser-Busch Inc - Fort Collins",large,"2351 Busch Dr",NULL,NULL,"Fort Collins",Colorado,80524-9400,"United States",-105.0019686,40.61817811,9704904500,NULL,Colorado,"2351 Busch Dr"
c498dd04-30b2-4f8f-b06b-c47a34dd61c7,"Animas Brewing Co",brewpub,"1560 E 2nd Ave",NULL,NULL,Durango,Colorado,81301-5186,"United States",-107.8769912,37.27997215,9704038850,http://www.animasbrewing.com,Colorado,"1560 E 2nd Ave"
051edb66-62ad-455e-a04a-d6a0e5fa4178,"Asher Brewing Co",micro,"4699 Nautilus Ct S Ste 104",NULL,NULL,Boulder,Colorado,80301-5306,"United States",NULL,NULL,3035301381,http://asherbrewing.com,Colorado,"4699 Nautilus Ct S Ste 104"
5b2501b2-d069-4e5f-8c6b-ef9f6ee408cd,"Aspen Brewing Company",micro,"404 Aspen Airport Business Ctr",NULL,NULL,Aspen,Colorado,81611-3530,"United States",-106.8597747,39.22153402,9709202739,http://www.aspenbrewingcompany.com,Colorado,"404 Aspen Airport Business Ctr"
325d44c0-53fb-4991-a694-659ac9f89fa9,"Atom Brewing Company",micro,"654 Moffat St",NULL,NULL,Erie,Colorado,80516,"United States",-105.0542327,40.0488359,8634120917,http://www.atombrewingcompany.com,Colorado,"654 Moffat St"
26567ffb-52fb-40b2-a31f-08f4ea3699b9,"Atrevida Beer Company",micro,"204 Mount View Ln Unit 3",NULL,NULL,"Colorado Springs",Colorado,80908,"United States",NULL,NULL,7192664200,http://www.atrevidabeerco.com,Colorado,"204 Mount View Ln Unit 3"
102c478e-ab27-4c8c-82c3-8eaee82959fa,"Avalanche Brewing Co",brewpub,"1067 Blair St",NULL,NULL,Silverton,Colorado,81433-0377,"United States",-107.664791,37.8098899,9703875282,http://www.avalanchebrewing.com,Colorado,"1067 Blair St"
d07100f1-ab4b-413e-bc07-045ee4d61fe6,"Avant Garde Aleworks",micro,"920 Dunraven St",NULL,NULL,"Estes Park",Colorado,80517,"United States",-105.5085669,40.3728533,9705912700,https://avantgardealeworks.com,Colorado,"920 Dunraven St"
3bde4342-bfc1-49cb-9b40-7fb1aef26886,"Avery Brewing Co",regional,"4910 Nautilus Ct N",NULL,NULL,Boulder,Colorado,80301-3242,"United States",-105.2047652,40.0625835,NULL,NULL,Colorado,"4910 Nautilus Ct N"
e25d20e1-1700-45a6-b236-9eb6d01a9434,"Baere Brewing Company",micro,"320 Broadway, Unit E",NULL,NULL,Denver,Colorado,80203-3955,"United States",NULL,NULL,9709014810,http://www.baerebrewing.com,Colorado,"320 Broadway, Unit E"
2b5fbb61-2e0b-42ec-8d68-dcc62fe244e9,"Banded Oak Brewing Company",brewpub,"470 N Broadway",NULL,NULL,Denver,Colorado,80203-3404,"United States",-104.9874187,39.7282897,7204798033,http://Bandedoakbrewing.com,Colorado,"470 N Broadway"
57cf86a1-3d0e-4ac7-8f50-b0bae8e34d9c,"Barnett and Son Brewing Company",micro,"18425 Pony Express Dr Unit 125",NULL,NULL,Parker,Colorado,80134-9605,"United States",NULL,NULL,7204200462,NULL,Colorado,"18425 Pony Express Dr Unit 125"
2907b143-57b4-49ec-aa41-07df64d1e14b,"Barrel Dog Brewing",micro,NULL,NULL,NULL,Evergreen,Colorado,80439,"United States",-105.321458,39.6361637,5599176846,NULL,Colorado,NULL
ace9df76-b786-4d17-9be9-33a009f48ba2,"Barrels & Bottles Brewery",brewpub,"600 12th St Ste 160",NULL,NULL,Golden,Colorado,80401-6145,"United States",-105.2202098,39.7562107,7203283643,http://www.barrelsbottles.com,Colorado,"600 12th St Ste 160"
49cb9e16-c55d-4ddc-90e6-789ca4da0992,"Base Camp Provisions",brewpub,"155 N. Mulberry St.",NULL,NULL,Fruita,Colorado,81521,"United States",-108.732637,39.160152,9706392888,https://www.basecampfruita.com,Colorado,"155 N. Mulberry St."
247f6183-0e55-4613-bd72-06d88eee5fed,"Battle Mountain Brewing Co",brewpub,"330 Third St",NULL,NULL,"Castle Rock",Colorado,80104,"United States",-104.859545,39.3721413,7202871961,https://www.battlemountaincr.com,Colorado,"330 Third St"
d5fd0450-160c-444f-a9b3-e027aed21cf4,"Beer By Design Brewery",contract,"11490 Jackson St",NULL,NULL,Thornton,Colorado,80233-2533,"United States",-104.9417886,39.9285623,3035172202,http://www.beerbydesign.com,Colorado,"11490 Jackson St"
82a77cad-f8b2-42ed-9427-ba12789ff73f,"Bent Barley Brewing Co",micro,"15416 E Orchard Rd",NULL,NULL,Centennial,Colorado,80016,"United States",-104.8095432,39.6101371,3036906311,https://www.bentbarley.com/,Colorado,"15416 E Orchard Rd"
9e7c32bd-ac46-4e84-bfec-20a3be839c8e,"Berthoud Brewing Company",micro,"450 S 8th St Unit B",NULL,NULL,Berthoud,Colorado,80513,"United States",NULL,NULL,9705329850,http://www.berthoudbrewing.com,Colorado,"450 S 8th St Unit B"
01e79aac-e955-4846-826e-1936e03bfd13,"Beyond The Mountain Brewing Company",micro,"6035 Longbow Dr Unit 109",NULL,NULL,Boulder,Colorado,80301-3203,"United States",NULL,NULL,7574072346,http://www.btmbrewing.com,Colorado,"6035 Longbow Dr Unit 109"
c3d41248-80ed-4c14-8078-c100308e5450,"Bierstadt Lagerhaus",brewpub,"2875 Blake St",NULL,NULL,Denver,Colorado,80205-2210,"United States",-104.9838084,39.7630094,7205707824,http://www.bierstadtlager.com,Colorado,"2875 Blake St"
58bbeef3-65a9-4cdf-b2f3-0acb2c53f1f8,BierWerks,brewpub,"121 E. Midland Ave",NULL,NULL,"Woodland Park",Colorado,80863,"United States",-105.0519462,38.9941414,7196868100,http://www.bierwerks.com,Colorado,"121 E. Midland Ave"
1b8be5f6-7f57-4a6e-830a-3d565e2e03d7,"Big Beaver Brewing Co",micro,"2707 W Eisenhower Blvd Ste 9",NULL,NULL,Loveland,Colorado,80537-3141,"United States",NULL,NULL,9708186064,http://www.bigbeaverbrew.com,Colorado,"2707 W Eisenhower Blvd Ste 9"
b2ad6e2c-1bdc-45df-a0bc-c8e075949e75,"Big Choice Brewing Co",micro,"21 S 1st Ave",NULL,NULL,Brighton,Colorado,80601-1603,"United States",-104.822433,39.98642943,3034692616,http://www.bigchoicebrewing.com,Colorado,"21 S 1st Ave"
797e1d68-c1e1-478c-bc92-9561c7d951b5,"Big Thompson Brewery",micro,"114 E 15th St",NULL,NULL,Loveland,Colorado,80538-3832,"United States",-105.0746687,40.40811243,NULL,NULL,Colorado,"114 E 15th St"
57b4c49f-7c62-4f88-8027-deeb7aa29a99,"BJs Restaurant & Brewery - Boulder",brewpub,"1690 28th St",NULL,NULL,Boulder,Colorado,80301-,"United States",-105.258512,40.0291592,3034405200,http://www.bjsrestaurants.com,Colorado,"1690 28th St"
6cab717d-2883-4869-ab9a-879f09319efb,"Black Beak Brewing",planning,NULL,NULL,NULL,Denver,Colorado,80237-1907,"United States",-104.984696,39.7391428,3032107836,NULL,Colorado,NULL
2d1c4b89-4d44-4f47-8ea1-b11fdfc247bd,"Black Bottle Brewery",brewpub,"1611 S College Ave Ste STE1609",NULL,NULL,"Fort Collins",Colorado,80525-1074,"United States",NULL,NULL,9704932337,http://www.blackbottlebrewery.com,Colorado,"1611 S College Ave Ste STE1609"
01a7842a-3139-475e-95e9-e5a671c236ef,"Black Cat Brewing",planning,NULL,NULL,NULL,Boulder,Colorado,80302,"United States",-105.2705456,40.0149856,NULL,http://www.blackcatbrewing.com,Colorado,NULL
c8160b2b-3e43-4db3-bbd8-32f07a0a0060,"Black Forest Brewing Company",brewpub,"11590 Black Forest Rd Ste 50",NULL,NULL,"Colorado Springs",Colorado,80908-6000,"United States",NULL,NULL,7193962011,http://www.blackforestbrewco.com,Colorado,"11590 Black Forest Rd Ste 50"
e12bc89b-26c8-4835-a92d-9caa5ad81750,"Black Project Spontaneous & Wild Ales",micro,"1290 S Broadway",NULL,NULL,Denver,Colorado,80210-1504,"United States",-104.9872018,39.6933607,7203342873,http://www.blackprojectbeer.com,Colorado,"1290 S Broadway"
5b5235aa-79f1-41e4-97a1-8f9fdfee1657,"Black Shirt Brewing Co",brewpub,"3719 Walnut St",NULL,NULL,Denver,Colorado,80205-2436,"United States",-104.9729604,39.7698142,3039932799,http://www.blackshirtbrewingco.com,Colorado,"3719 Walnut St"
15855eaa-dfcc-43e4-a0ff-220836e5be63,"Black Sky Brewery",brewpub,"490 Santa Fe Dr",NULL,NULL,Denver,Colorado,80204-5024,"United States",-104.9983183,39.7239431,9702154536,http://www.blackskybrewing.com,Colorado,"490 Santa Fe Dr"
de0da44e-8a09-4e8d-8b3a-aca03b39cc23,"Blue Moon Brewery",large,"3750 Chestnut Pl",NULL,NULL,Denver,Colorado,80216-3632,"United States",-104.9769417,39.7735561,NULL,NULL,Colorado,"3750 Chestnut Pl"
b43d9155-7bdb-49af-b0b8-58bc87119cfe,"Blue Spruce Brewing",brewpub,"4151 E County Line Rd Unit G",NULL,NULL,Centennial,Colorado,80122-8113,"United States",NULL,NULL,3037710590,http://www.bluesprucebrewing.com,Colorado,"4151 E County Line Rd Unit G"
20541e39-2e32-455d-9b2b-cb926fc11fa2,"Blue Spruce Brewing Littleton",brewpub,"10577 W Centennial Rd",NULL,NULL,Littleton,Colorado,80127-4233,"United States",NULL,NULL,NULL,http://www.bluesprucebrewing.com,Colorado,"10577 W Centennial Rd"
a36d09de-a9a0-4d01-8b2f-7db2c4ab48e3,"Boggy Draw Brewery",micro,"3535 S Platte River Dr Ste L",NULL,NULL,Sheridan,Colorado,80110-3307,"United States",NULL,NULL,7209400338,http://www.boggydrawbrewing.com,Colorado,"3535 S Platte River Dr Ste L"
f3cd9907-119e-4d36-82f3-64cceb23c7e0,"Bonfire Brewing",micro,"127 W 2nd St",NULL,NULL,Eagle,Colorado,81631,"United States",-106.82826,39.65531966,9703067113,http://www.bonfirebrewing.com,Colorado,"127 W 2nd St"
2d8a902e-c960-46cc-9222-9dfb2cdfeb46,"Bonfire Brewing Production",micro,"936 Chambers Ct. B-4",NULL,NULL,Eagle,Colorado,81631-5276,"United States",NULL,NULL,9703067113,NULL,Colorado,"936 Chambers Ct. B-4"
e2c8bc39-b3c3-475a-8552-2b323d1d4e0a,"Bootstrap Brewing",micro,"142 Pratt St",NULL,NULL,Longmont,Colorado,80501,"United States",-105.1062808,40.16140505,3036524186,NULL,Colorado,"142 Pratt St"
a3412077-804c-4613-a7e6-9546b47ced90,"Bootstrap Brewing Co",micro,"6778 N 79th St",NULL,NULL,Niwot,Colorado,80503-7118,"United States",-105.1691581,40.09681247,3036524186,http://www.bootstrapbrewing.com,Colorado,"6778 N 79th St"
22046ed7-ceb2-4ba5-a77d-5a158baa87bd,"Bottom Shelf Brewery",brewpub,"118 E Mill St",NULL,NULL,Bayfield,Colorado,81122,"United States",-107.5990683,37.2251348,9708842442,http://www.bottomshelfbrewing.com,Colorado,"118 E Mill St"
9de1818b-9215-4043-a36b-d1dce42776ae,"Boulder Beer Co",regional,"2880 Wilderness Pl",NULL,NULL,Boulder,Colorado,80301-5401,"United States",-105.2480158,40.026439,NULL,NULL,Colorado,"2880 Wilderness Pl"
d3e1adcf-6b5c-4cbc-95e7-c980ccb79742,"Boulder Beer On Walnut",brewpub,"1123 Walnut St",NULL,NULL,Boulder,Colorado,80302-5116,"United States",-105.2804375,40.0168555,3034471345,NULL,Colorado,"1123 Walnut St"
b1730024-0cb6-4c63-9f4e-8b3d97b85378,"Brass Brewing Company",micro,"318 E Colorado Ave",NULL,NULL,"Colorado Springs",Colorado,80903-1949,"United States",-104.8189706,38.8326073,NULL,NULL,Colorado,"318 E Colorado Ave"
74633f8b-4260-42f5-8c1d-04eda70a2ecb,"Breckenridge Brewery",large,"2920 Brewery Ln",NULL,NULL,Littleton,Colorado,80120-2850,"United States",NULL,NULL,3036232739,http://www.breckenridgebrewery.com,Colorado,"2920 Brewery Ln"
4483d018-611f-4c98-a230-369b6fbe791d,"Breckenridge Brewery & Pub",large,"600 S Main St",NULL,NULL,Breckenridge,Colorado,80424-0075,"United States",-106.0445665,39.47620392,9704531550,http://www.breckbrewpub.com,Colorado,"600 S Main St"
c2259afb-c17e-4b35-9098-95861dabe01d,"Breckenridge Brewery Ale & Game House",brewpub,"200 Inverness Drive W Suite 100",NULL,NULL,Englewood,Colorado,80112,"United States",-104.8667328,39.5706647,3033977801,https://www.breckbrewinverness.com/,Colorado,"200 Inverness Drive W Suite 100"
28af5586-7124-43e6-b99c-c91bc63b90d3,"Brew Pub and Kitchen",brewpub,"117 W College Dr",NULL,NULL,Durango,Colorado,81301-5407,"United States",-107.8831549,37.27036464,9702595959,http://www.brewpubkitchen.com,Colorado,"117 W College Dr"
b41b75b3-1fda-4ccc-94b9-58ab8b9454c6,"Brewability Lab",micro,"12445 E 39th Ave Unit 314",NULL,NULL,Denver,Colorado,80239-3456,"United States",NULL,NULL,8163515085,http://www.Brewabilitylab.com,Colorado,"12445 E 39th Ave Unit 314"
7086390e-9e2a-4730-a80c-0e4861967701,"Brewery Rickoli",micro,"4335 Wadsworth Blvd",NULL,NULL,"Wheat Ridge",Colorado,80033-4621,"United States",-105.0818046,39.7757286,3034316862,http://www.breweryrickoli.com,Colorado,"4335 Wadsworth Blvd"
d4603870-fec1-49ce-9137-6c1e1f0efc2e,Brewmented,micro,"900 S Hover St Ste C",NULL,NULL,Longmont,Colorado,80501-7941,"United States",NULL,NULL,8772579956,http://www.brewmented.com,Colorado,"900 S Hover St Ste C"
797d3752-6296-481b-882a-d12fe725f83f,"Briar Common Brewery",brewpub,"2298 N Clay St",NULL,NULL,Denver,Colorado,80211-5122,"United States",NULL,NULL,7204703731,http://www.briarcommon.com,Colorado,"2298 N Clay St"
c6284312-d384-4e8f-bd67-b4869c58dc38,"Bristol Brewing Co",micro,"1604 S Cascade Ave",NULL,NULL,"Colorado Springs",Colorado,80905-2237,"United States",-104.827401,38.8108617,7196332555,http://www.bristolbrewing.com,Colorado,"1604 S Cascade Ave"
afcf3dcd-8b14-4d09-87d0-eb17a55d3570,"Broken Compass Brewing",micro,"68 Continental Ct Unit B-12",NULL,NULL,Breckenridge,Colorado,80424-8515,"United States",NULL,NULL,5419053016,http://www.brokencompassbrewing.com,Colorado,"68 Continental Ct Unit B-12"
17ebc359-76a6-4d9d-b5e2-27255c25d82f,"Broken Plow Brewery",micro,"4731 W 10th St Unit G",NULL,NULL,Greeley,Colorado,80634-2046,"United States",NULL,NULL,9703978373,http://www.brokenplowbrewery.com,Colorado,"4731 W 10th St Unit G"
48a7cc57-7544-472d-bc89-2e12ab8e6d53,"BRU Handbuilt Ales and Eats",brewpub,"5290 Arapahoe Ave",NULL,NULL,Boulder,Colorado,80303-1269,"United States",-105.2293345,40.0141462,7206385193,http://www.bruboulder.com,Colorado,"5290 Arapahoe Ave"
5ad3e5b9-e203-40eb-bc84-6e28356993d6,"Brues Alehouse Brewing Company",brewpub,"120 Riverwalk Place",NULL,NULL,Pueblo,Colorado,81003,"United States",NULL,NULL,7199249670,http://www.bruesalehouse.com,Colorado,"120 Riverwalk Place"
83aef3a5-e9ba-47e7-bb58-3b061caff00d,"Bruz Beers",micro,"1675 W 67th Ave Ste 100",NULL,NULL,Denver,Colorado,80221-2595,"United States",NULL,NULL,3036502337,http://www.bruzbeers.com,Colorado,"1675 W 67th Ave Ste 100"
6f2a1d53-ab52-4a33-b9cf-0d3352156a7e,"Buckhorn Brewers LLC",micro,"4229 W Eisenhower Blvd",NULL,NULL,Loveland,Colorado,80537-9202,"United States",-105.0925735,40.4058904,9709808688,NULL,Colorado,"4229 W Eisenhower Blvd"
a235f4c4-1a4f-4ef7-bbaf-b95142e2bd44,"Bull & Bush Brewery",brewpub,"4700 E Cherry Creek South Dr",NULL,NULL,Denver,Colorado,80246-1819,"United States",-104.9488456,39.7116689,3037590333,http://www.bullandbush.com,Colorado,"4700 E Cherry Creek South Dr"
7bdc2c91-ce80-4fb3-b2a2-bb9f7c8ab5bf,"Burgundian Brewing Co.",micro,"4725 Lipan St",NULL,NULL,Denver,Colorado,80211-2334,"United States",-105.0024095,39.7825168,4704400420,http://www.facebook.com/BurgundianBrewing,Colorado,"4725 Lipan St"
793cbd77-2732-4885-b54b-4731b9cb226c,"Burly Brewing Company, LLC",closed,"680 Atchison Way Ste 700-800",NULL,NULL,"Castle Rock",Colorado,80109-3106,"United States",NULL,NULL,NULL,http://www.burlybrewing.com,Colorado,"680 Atchison Way Ste 700-800"
8475bb73-3d83-4191-9b9f-ecd918b1ec0f,"Burns Family Artisan Ales",planning,NULL,NULL,NULL,Denver,Colorado,80219-1655,"United States",NULL,NULL,2482242697,NULL,Colorado,NULL
76428248-05e8-4db4-a1d8-5b561571973f,"Butcherknife Brewing Company",micro,"2875 Elk River Rd",NULL,NULL,"Steamboat Springs",Colorado,80487-5076,"United States",-106.857763,40.510887,9708792337,http://www.butcherknifebrewing.com,Colorado,"2875 Elk River Rd"
4d071d65-60eb-4e9a-9efa-9a65bf811cd3,"C.B. and Potts/Big Horn Brewery - Englewood",closed,"6575 Greenwood Plaza Blvd",NULL,NULL,Englewood,Colorado,80111-4933,"United States",NULL,NULL,3037701982,http://www.cbpotts.com,Colorado,"6575 Greenwood Plaza Blvd"
0ba6de0f-d84b-4e89-a608-8a5d70a7d612,"C.B. and Potts/Big Horn Brewery - Highlands Ranch",closed,"43 W Centennial Blvd",NULL,NULL,"Highlands Ranch",Colorado,80129-2323,"United States",-104.9887246,39.56211674,7203441200,http://www.cbpotts.com,Colorado,"43 W Centennial Blvd"
cfacd093-a793-4110-b337-ba26fa5f0d3e,"C.B. and Potts/Big Horn Brewery - Westminster",closed,"1257 W 120th Ave",NULL,NULL,Westminster,Colorado,80234-2725,"United States",-105.0040899,39.91376115,3034515767,http://www.cbpotts.com,Colorado,"1257 W 120th Ave"
5494f614-38f1-4c0d-822d-58977264bb89,"Call To Arms Brewing Company",micro,"4526 Tennyson St",NULL,NULL,Denver,Colorado,80212-2527,"United States",-105.0435373,39.7788541,NULL,http://www.facebook.com/calltoarmsbrewing,Colorado,"4526 Tennyson St"
e5b709a1-dce7-4271-9057-e56ceea26b83,"Cannonball Creek Brewing Co",micro,"393 Washington Ave Unit A",NULL,NULL,Golden,Colorado,80403-1889,"United States",NULL,NULL,3032780111,http://www.cannonballcreekbrewing.com,Colorado,"393 Washington Ave Unit A"
dea46586-2772-4573-a964-f9a1d1bbc902,"Capitol Creek Brewery",brewpub,"371 Market St",NULL,NULL,Basalt,Colorado,81621-7409,"United States",NULL,NULL,8704043657,http://www.capitolcreekbrewery.com,Colorado,"371 Market St"
f12deb0c-12ed-42e3-8706-d9cb1cb6a52a,"Carbondale Beer Works",brewpub,"647 Main St",NULL,NULL,Carbondale,Colorado,81623-1934,"United States",-107.2134909,39.40060712,NULL,http://www.carbondalebeerworks.com,Colorado,"647 Main St"
8b44ff77-fb30-4b24-afa6-844d9af5c8af,"Carver Brewing Co",brewpub,"1022 Main Ave",NULL,NULL,Durango,Colorado,81301-5124,"United States",-107.8800415,37.2748415,9702592545,http://carverbrewing.com,Colorado,"1022 Main Ave"
180883d5-ee43-4a24-b7b8-b385358eddd1,"Casey Brewing and Blending",micro,"3421 Grand Ave Ste 4D",NULL,NULL,"Glenwood Springs",Colorado,81601-4493,"United States",NULL,NULL,9702309691,http://www.caseybrewing.com,Colorado,"3421 Grand Ave Ste 4D"
51a0b7c1-2250-44a6-a188-7bfd732ef861,"Castle Rock Beer Company",closed,"514 Perry St Ste C106",NULL,NULL,"Castle Rock",Colorado,80104-1711,"United States",NULL,NULL,7203289008,http://www.castlerockbeerco.com,Colorado,"514 Perry St Ste C106"
c8914288-0a70-4f53-9c72-d65595b103f8,"Cellar West Artisan Ales",micro,"1001 Lee Hill Dr Ste 10",NULL,NULL,Boulder,Colorado,80302-9471,"United States",NULL,NULL,2627198795,http://www.cellarwest.com,Colorado,"1001 Lee Hill Dr Ste 10"
e3c0946f-f098-4820-baf7-65cba1c2abca,"Cerberus Brewing Company",brewpub,"702 W Colorado Ave",NULL,NULL,"Colorado Springs",Colorado,80905-1539,"United States",-104.8374071,38.8330574,7196362337,http://www.cerberusbrewingco.com,Colorado,"702 W Colorado Ave"
d41989d3-e3a4-47c0-a0eb-cdcfe61a1066,"Cerebral Brewing",micro,"1477 Monroe St",NULL,NULL,Denver,Colorado,80206-2708,"United States",-104.9451783,39.73968253,3039277365,http://www.cerebralbrewing.com,Colorado,"1477 Monroe St"
54a938fd-f2bc-4579-b173-3657eaaed527,"Chain Reaction Brewing Company",micro,"902 S Lipan St",NULL,NULL,Denver,Colorado,80223-2717,"United States",-105.001629,39.69879376,3039220960,http://www.chainreactionbrewingco.com,Colorado,"902 S Lipan St"
05386e92-6e04-44c0-93a1-549eca0cc645,"Cheluna Brewing Company",micro,"2501 Dallas St Unit 148",NULL,NULL,Aurora,Colorado,80010-1045,"United States",NULL,NULL,7206000020,http://www.cheluna.com,Colorado,"2501 Dallas St Unit 148"
01d63632-5f2c-4cae-82b3-a85ad36b0aa3,"ChopHouse and Brewery - Denver",brewpub,"1735 19th St Ste 100",NULL,NULL,Denver,Colorado,80202-6002,"United States",NULL,NULL,3032960800,http://www.craftworksrestaurants.com,Colorado,"1735 19th St Ste 100"
d2333318-4e2a-4d4d-b7d7-a31af733822d,"City Star Brewing",micro,"321 Mountain Avenue",NULL,NULL,Berthoud,Colorado,80513-,"United States",-105.0809465,40.30505214,9705327827,http://www.citystarbrewing.com,Colorado,"321 Mountain Avenue"
e5028c3e-023e-4987-94a5-58ab9ff94fa0,CO-Brew,micro,"1133 N Broadway",NULL,NULL,Denver,Colorado,80203-2106,"United States",NULL,NULL,7204854959,http://www.cobrewdenver.com,Colorado,"1133 N Broadway"
3b896acb-c1d6-42e9-add5-2d9fc30ff260,"Coal Mine Ave Brewing Company",micro,"9719 W Coal Mine Ave Unit A",NULL,NULL,Littleton,Colorado,80123-8000,"United States",NULL,NULL,7205044866,http://www.coalmineavebrewing.com,Colorado,"9719 W Coal Mine Ave Unit A"
c0a80da7-b2b4-4376-824f-dc3e33180948,"Coda Brewing Company",planning,NULL,NULL,NULL,Golden,Colorado,80401,"United States",NULL,NULL,3038956475,http://codabrewing.com,Colorado,NULL
701f40c6-bf18-4462-bac2-003ed612b484,"Cogstone Brewing Co",brewpub,"3858 Village Seven Rd",NULL,NULL,"Colorado Springs",Colorado,80917-2801,"United States",-104.75566,38.87959595,7194186595,http://www.cogstonebrewing.com,Colorado,"3858 Village Seven Rd"
6d861790-9ecf-490c-80b5-418ff488de5d,"Colorado Boy Pizzeria",brewpub,"320 E Main St",NULL,NULL,Montrose,Colorado,81401-3928,"United States",-107.877366,38.47887872,9702402790,http://www.coloradoboy.com,Colorado,"320 E Main St"
c0b1eb89-c49e-4506-88b7-a0c17c3e2243,"Colorado Boy Pub & Brewery",brewpub,"602 Clinton St.",NULL,NULL,Ridgway,Colorado,81432-0877,"United States",-107.7577685,38.152358,9706265333,http://www.coloradoboy.com,Colorado,"602 Clinton St."
aaf6059a-1d65-4e9f-9b58-bb23474087da,"Colorado Farm Brewery",micro,"2070 County Road 12 S",NULL,NULL,Alamosa,Colorado,81101-9116,"United States",-105.9855918,37.40026048,7195800051,http://www.cofarmbeer.com,Colorado,"2070 County Road 12 S"
